Day,Ad,Campaign type,Campaign,Impressions,Clicks,Cost,Video played to 100%,Views,Gmail clicks to website
11/05/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,8,0,0.12,50.00%,4,0
11/05/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,984,1,22.85,43.86%,431,0
11/05/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,192,19,8.17,0.00%,0,0
11/05/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,241,18,6.87,0.00%,0,0
11/05/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,214,24,6.93,0.00%,0,0
11/05/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,192,28,9.92,0.00%,0,0
11/05/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
11/05/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,5,1,1.39,0.00%,0,1
11/05/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
11/05/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,7,0,0,0.00%,0,0
11/05/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,11,0,0,0.00%,0,0
11/05/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,8,2,4.44,0.00%,0,0
11/05/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,20,2,0.88,0.00%,0,0
11/05/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,18,0,0,0.00%,0,0
11/05/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,95,12,7.48,0.00%,0,0
11/05/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,200,20,13.93,0.00%,0,0
11/05/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,94,10,9.92,0.00%,0,0
11/05/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,184,10,12.3,0.00%,0,0
11/06/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0.05,33.33%,1,0
11/06/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
11/06/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,420,1,8.28,33.10%,142,0
11/06/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,9,0,0.2,77.78%,7,0
11/06/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,108",0,21.93,41.88%,463,0
11/06/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,91,12,9.97,0.00%,0,0
11/06/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,130,12,8.27,0.00%,0,0
11/06/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,108,8,3.72,0.00%,0,0
11/06/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,88,14,8.93,0.00%,0,3
11/06/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,5,0,0,0.00%,0,0
11/06/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
11/06/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
11/06/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,17,3,0.51,0.00%,0,0
11/06/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,12,0,0,0.00%,0,0
11/06/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,38,0,0,0.00%,0,0
11/06/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,20,2,6.25,0.00%,0,0
11/06/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,199,28,8.93,0.00%,0,0
11/06/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,233,28,16.04,0.00%,0,0
11/06/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,147,15,4.83,0.00%,0,0
11/06/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,240,16,9.36,0.00%,0,0
11/07/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,4,0,0.07,50.00%,2,0
11/07/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,359,0,8.81,39.15%,140,0
11/07/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,29,0,0.3,20.69%,6,0
11/07/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,292",0,21.26,42.60%,549,0
11/07/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,138,25,9.12,0.00%,0,0
11/07/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,149,21,7.5,0.00%,0,0
11/07/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,145,20,11,0.00%,0,0
11/07/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,126,14,5.3,0.00%,0,0
11/07/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
11/07/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
11/07/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
11/07/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
11/07/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,46,5,1.88,0.00%,0,0
11/07/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,35,3,2.9,0.00%,0,0
11/07/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,76,6,4.82,0.00%,0,0
11/07/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,83,4,1.35,0.00%,0,0
11/07/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,182,19,7.6,0.00%,0,0
11/07/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,216,18,9.08,0.00%,0,0
11/07/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,148,22,7.56,0.00%,0,0
11/07/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,206,15,12.35,0.00%,0,0
11/08/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,273,0,5.63,37.32%,102,0
11/08/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,33,0,0.68,15.15%,6,0
11/08/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,139",0,23.94,43.90%,501,0
11/08/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,106,13,10.76,0.00%,0,0
11/08/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,159,16,7.22,0.00%,0,0
11/08/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,166,13,3.96,0.00%,0,0
11/08/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,145,22,9.01,0.00%,0,0
11/08/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
11/08/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,5,0,0,0.00%,0,0
11/08/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,8,1,1.04,0.00%,0,1
11/08/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
11/08/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,12,0,0,0.00%,0,0
11/08/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,10,2,2.75,0.00%,0,0
11/08/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,19,1,3.48,0.00%,0,0
11/08/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,21,0,0,0.00%,0,0
11/08/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,116,19,12.67,0.00%,0,0
11/08/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,116,10,8.02,0.00%,0,0
11/08/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,111,14,4.32,0.00%,0,0
11/08/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,143,14,13.02,0.00%,0,0
11/09/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0,0.00%,0,0
11/09/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
11/09/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,309,1,8.57,36.57%,115,0
11/09/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,15,0,0.72,26.67%,4,0
11/09/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,321",0,21.32,41.06%,549,0
11/09/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,97,17,4.75,0.00%,0,0
11/09/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,89,15,7.32,0.00%,0,1
11/09/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,100,13,4.39,0.00%,0,0
11/09/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,105,20,6.52,0.00%,0,0
11/09/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,3,1,0.55,0.00%,0,0
11/09/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,3,2,3.69,0.00%,0,1
11/09/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
11/09/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
11/09/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,29,0,0,0.00%,0,0
11/09/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,14,0,0,0.00%,0,0
11/09/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,28,3,0.92,0.00%,0,0
11/09/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,35,2,0.92,0.00%,0,0
11/09/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,173,20,11.36,0.00%,0,0
11/09/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,240,28,13.32,0.00%,0,0
11/09/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,119,16,5.16,0.00%,0,0
11/09/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,216,18,7.14,0.00%,0,0
11/10/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0,50.00%,1,0
11/10/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,301,0,5.73,31.79%,96,0
11/10/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,15,0,1.25,13.33%,2,0
11/10/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,191",1,23.75,41.26%,494,0
11/10/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,67,17,5.85,0.00%,0,0
11/10/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,65,17,4.94,0.00%,0,0
11/10/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,72,14,3.53,0.00%,0,0
11/10/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,76,25,12.34,0.00%,0,0
11/10/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,0,1,0.12,0.00%,0,0
11/10/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
11/10/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,13,1,1.02,0.00%,0,0
11/10/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,10,2,0.53,0.00%,0,1
11/10/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,23,0,0,0.00%,0,0
11/10/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,28,2,5.87,0.00%,0,0
11/10/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,100,16,7.58,0.00%,0,0
11/10/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,102,14,10.35,0.00%,0,0
11/10/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,83,11,6.54,0.00%,0,0
11/10/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,113,15,9.92,0.00%,0,0
11/11/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,4,0,0.09,50.00%,2,0
11/11/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,446,0,6.04,35.87%,159,0
11/11/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,13,0,0.43,53.85%,7,0
11/11/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,496",3,24.05,41.28%,621,0
11/11/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,69,12,5.95,0.00%,0,0
11/11/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,81,15,7.81,0.00%,0,0
11/11/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,72,19,7.52,0.00%,0,0
11/11/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,79,28,10.05,0.00%,0,1
11/11/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
11/11/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
11/11/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
11/11/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
11/11/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,8,0,0,0.00%,0,0
11/11/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,3,0,0,0.00%,0,0
11/11/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,13,0,0,0.00%,0,0
11/11/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,19,2,0.37,0.00%,0,0
11/11/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,103,26,13.43,0.00%,0,0
11/11/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,92,14,5.26,0.00%,0,0
11/11/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,107,20,7.2,0.00%,0,0
11/11/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,97,20,14.47,0.00%,0,1
11/12/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0.05,100.00%,1,0
11/12/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,383,0,6.03,34.81%,132,0
11/12/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,4,0,0.05,50.00%,3,0
11/12/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,531",3,24.23,38.60%,593,0
11/12/2018,fa19_br_yt_vid_wa_uni_d_1,Video,FY2019_YouTube,1,0,0.08,100.00%,1,0
11/12/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,58,15,6.2,0.00%,0,0
11/12/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,73,14,7.62,0.00%,0,0
11/12/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,102,21,7.72,0.00%,0,0
11/12/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,68,18,7.53,0.00%,0,0
11/12/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
11/12/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
11/12/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,5,0,0,0.00%,0,0
11/12/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
11/12/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,12,2,5.31,0.00%,0,0
11/12/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,8,0,0,0.00%,0,0
11/12/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,18,1,0.46,0.00%,0,0
11/12/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,23,1,0.21,0.00%,0,0
11/12/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,157,23,9.09,0.00%,0,0
11/12/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,198,22,9.96,0.00%,0,1
11/12/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,125,16,5.27,0.00%,0,0
11/12/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,202,15,10.94,0.00%,0,0
11/13/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0,0.00%,0,0
11/13/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,371,0,9,31.35%,119,0
11/13/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,10,0,0.08,30.00%,2,0
11/13/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,212",0,21.53,40.55%,487,0
11/13/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,108,17,5.61,0.00%,0,0
11/13/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,154,17,8.42,0.00%,0,0
11/13/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,158,21,7.23,0.00%,0,0
11/13/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,127,18,9.97,0.00%,0,0
11/13/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
11/13/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
11/13/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,1,0.12,0.00%,0,0
11/13/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,6,0,0,0.00%,0,0
11/13/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,8,1,3.97,0.00%,0,0
11/13/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,12,4,11.22,0.00%,0,0
11/13/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,14,3,0.66,0.00%,0,0
11/13/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,111,12,4.03,0.00%,0,0
11/13/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,125,13,6.51,0.00%,0,0
11/13/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,99,10,7.6,0.00%,0,0
11/13/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,140,10,7.56,0.00%,0,0
11/14/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
11/14/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,292,0,6.93,37.59%,110,0
11/14/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,21,0,0.32,33.33%,6,0
11/14/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,154",2,23.4,40.78%,474,0
11/14/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,176,11,2.93,0.00%,0,0
11/14/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,231,17,8.57,0.00%,0,0
11/14/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,248,11,6.35,0.00%,0,0
11/14/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,192,16,8.92,0.00%,0,0
11/14/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,6,1,1.02,0.00%,0,0
11/14/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,6,0,0,0.00%,0,0
11/14/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,9,0,0,0.00%,0,0
11/14/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,4,1,1.45,0.00%,0,1
11/14/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,13,1,0.09,0.00%,0,0
11/14/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,15,1,0.1,0.00%,0,0
11/14/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,30,2,1.64,0.00%,0,0
11/14/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,21,2,1.41,0.00%,0,0
11/14/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,208,19,10.49,0.00%,0,0
11/14/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,269,27,12.01,0.00%,0,0
11/14/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,192,23,5.05,0.00%,0,0
11/14/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,274,30,16.02,0.00%,0,0
11/15/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0.04,100.00%,1,0
11/15/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,131,0,2.76,28.79%,37,0
11/15/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,51,0,0.98,19.61%,10,0
11/15/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,344",1,26.55,42.42%,568,0
11/15/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,198,13,7.81,0.00%,0,0
11/15/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,273,19,9.45,0.00%,0,1
11/15/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,213,3,1.61,0.00%,0,0
11/15/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,215,14,5.02,0.00%,0,2
11/15/2018,fa19_ig_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,7,0,0,0.00%,0,0
11/15/2018,fa19_ig_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,14,2,3.92,0.00%,0,0
11/15/2018,fa19_ig_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,7,0,0,0.00%,0,0
11/15/2018,fa19_ig_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
11/15/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,8,0,0,0.00%,0,0
11/15/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,6,2,3.69,0.00%,0,0
11/15/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,24,2,1.45,0.00%,0,0
11/15/2018,fa19_ig_gm_text_cu_tr_s_1.jpg,Display Only,FY2019_TransferG,18,1,1,0.00%,0,0
11/15/2018,fa19_ig_gm_text_cu_tr_s_3.jpg,Display Only,FY2019_TransferG,117,13,6.11,0.00%,0,0
11/15/2018,fa19_ig_gm_text_cu_tr_s_2.jpg,Display Only,FY2019_TransferG,150,22,14.43,0.00%,0,0
11/15/2018,fa19_ig_gm_text_cu_tr_s_4.jpg,Display Only,FY2019_TransferG,109,16,6.66,0.00%,0,0
